,Date,Title,Article,Category,Image_link,Article_link
82,15-1-20,"5T action: Malkangiri DSWO, CDPO axed","Acting under the 5-T move, the State Government on Tuesday suspended the District Social Welfare Officer (DSWO) and Child Development Project Officer (CDPO) of Malkangiri for their alleged involvement in corruption.

DSWO Swarnalata Biswas and CDPO Biplua Sardar were placed under suspension on the inquiry report of the district collector.

Sardar used to collect percentage while working as Supervisor in Korakonda and Padia blocks and had allegedly misappropriated Government funds. She had also been suspended earlier. Knowing that she was tainted Supervisor, DSWO Biswal had recommended Bipula’s name to the district Collector for promotion.

Biswas had even ignored the Collector’s directive that sought an inquiry into corruption allegations against Bipula before giving her a promotion.

The Collector had sent a report about the two officials to the State Government following which disciplinary action was taken against the two officers.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/5t-action--malkangiri-dswo--cdpo-axed.html
83,15-1-20,"Won’t be browbeaten by Capt’s tactics, hold public debate with me: Bajwa","Punjab Congress’ two top leaders — Chief Minister Capt Amarinder Singh and Rajya Sabha MP Partap Singh Bajwa — have once again come face-to-face against one another.

As the state Cabinet Ministers opened front on behalf of Capt Amarinder against Bajwa, the Punjab Congress’ former president declared that he would not be browbeaten by Capt Amarinder’s tactics.

“My accountability is to the people of Punjab and I shall not be browbeaten by these tactics of Capt Amarinder Singh. He could not muster enough courage to rebut my allegations but needed the shelter of his reluctant Cabinet colleagues to do the same,” Bajwa said.

Bajwa, whom Capt Amarinder had replaced as the Punjab Pradesh Congress Committee (PPCC) president just ahead the 2017 state assembly elections, dared the Chief Minister to “hold a public debate with him on the issues he raised and let the public be the judge”.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/won---t-be-browbeaten-by-capt---s-tactics--hold-public-debate-with-me--bajwa.html
84,15-1-20,JJP to field its candidates on 12-18 seats in Delhi elections: Dushyant,"Senior Jannayak Janata Party (JJP) leader and Deputy Chief Minister Dushyant Chautala on Tuesday said that his party will put candidates on 12 to 18 seats in the Delhi Assembly election.

He said JJP may contest election in an alliance with BJP and leaders of both the parties will meet in New Delhi in a couple of days to finalise the alliance and seat sharing between the parties. ""However, the final decision will be taken by the five-member committee of JJP which has been formed recently"", he said.

Referring to previous Delhi elections, Dushyant said that the supporters of JJP are in more than one and half dozen constituencies in Delhi.

Asked about JJP MLA from Narnaund Ram Kumar Gautam who had earlier resigned as the party’s national vice-president and refused to meet him to resolve the differences, Dushyant said that party is united and all the issues have been sorted out.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/jjp-to-field-its-candidates-on-12-18-seats-in-delhi-elections--dushyant.html
85,15-1-20,International Saraswati Mahotsav from Jan 27,"Haryana Government will celebrate International Saraswati Mahotsav from January 27 to 29 in Adi Badri, Yamunanagar district, Additional Chief Secretary, Arts and Cultural Affairs Department, Dheera Khandelwal said on Tuesday.

The three-day 'International Saraswati Mahotsav' will be attended by people from all over India as well as the State. Apart from this, the State Government has also sent an invitation to the Ambassadors of other countries, she said.

Presiding over a review meeting held for the preparation of the International Saraswati Mahotsav here, Khandelwal directed the officers concerned that special attention should be paid for ensuring safety and cleanliness in the Mahotsav. She directed that the use of plastic should be minimum to make the Mahotsav environment-friendly and eco-friendly material should be used for the publicity of this Mahotsav.The officers shared that on January 27 to 29, Sarasvati Mela will be organized in Pehowa and cultural program will be organized in the day and evening. Apart from this, Saraswati Maha Aarti will also be performed on all three days.

It was informed and that an exhibition will also be held at Pehowa in which the academics, Sarasvati Nadi Shodh Sansthan, Archaeology and Museum Department, Agriculture and Farmer Welfare Department, Haryana Dairy Development Co. Federation, Center of Excellence, Kurukshetra will hold exhibition.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/international-saraswati-mahotsav-from-jan-27.html
86,15-1-20,Police suspends 4 personnel after escape of army deserter,"Punjab Police on Tuesday placed under suspension its four personnel for negligence after an Army deserter, Harpreet Singh, escaped from Hoshiarpur civil hospital in the wee hours. Harpreet, who was undergoing some treatment in the civil hospital, had been in police custody for stealing two INSAS rifles from the Army Training Centre at Panchmarhi in Hoshangabad district of Madhya Pradesh on December 5.

Harpreet reportedly pushed aside the police guard while returning from the toilet and fled.

He was arrested from Tanda on December 9 along with accomplice Jagtar Singh alias Jagga, who is the son of Khalistan Zindabad Force militant Harbhajan Singh.

Harpreet was shifted to the civil hospital’s prisoners’ ward on December 31 with a fractured forearm. Sources informed that around 4 am on Tuesday, his handcuffs were removed as he asked to use the toilet but when he was returning to the ward, he pushed back the guard and ran away.

Soon after the incident, senior police officials rushed to the hospital, while the search teams were dispatched to the bus stand and railway station. However, the escapee could not be found.

Senior Superintendent of Police (SSP) Gaurav Garg said that the police of the entire region were on alert.

At the same time, he indicated that strict action would be taken against the four suspended policemen.

“This is a very serious case. They deserve a much severe action than just suspension,” he said.

Posing as army personnel, Harpreet and Jagga, had stolen two INSAS assault rifles, three magazines and 20 cartridges from the sentries at the training centre.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/police-suspends-4-personnel-after-escape-of-army-deserter.html
87,15-1-20,"Day after heavy rain, mercury drops again in Punjab, Haryana","A day after heavy rainfall in the region, mercury settled several notches below normal in parts of Punjab and Haryana on Tuesday.

While bright sunshine was witnessed in some parts of the region, foggy conditions and overcast sky left the residents shivering in many parts throughout the day.Narnaul in Haryana shivered at minimum temperature of 3.5 degree Celsius, one degree below normal while Hisar also recorded a minimum of 3.5 degree Celsius, three notches below normal.A Met official said that both minimum and maximum temperature levels settled below normal in various parts of the region.

Chandigarh, the joint capital of Punjab and Haryana recorded minimum temperature at 8.6 degree Celsius. The city saw maximum of 13.3 degree Celsius, down by seven notches from normal.Among other places in Haryana, Bhiwani recorded minimum temperature at 5.3 degrees, Ambala settled at a low of 7.6 degrees Celsius and Karnal recoded 8 degree Celsius.

Punjab’s Amritsar recorded a low of 3.7 degree Celsius. Industrial city-Ludhiana- saw minimum temperature at 5.8 degree Celsius.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/day-after-heavy-rain--mercury-drops-again-in-punjab--haryana.html
88,15-1-20,MLAs to have say in Budget: Khattar,"Haryana Chief Minister, Manohar Lal Khattar on Tuesday said that for the first time in the budget session of Haryana assembly, all MLAs would be given the opportunity to speak and discuss on different topics during the first three days and only after that the budget would be presented so that schemes related to public interest could be included in the budget.

Interacting with representatives of industrial organizations associated with the manufacturing sector in Panipat. Khattar said that this is the first time that a meeting of pre-budget consultation has been held with various stake holders related to the economy before the budget in which discussion has been made with the people associated with manufacturing sector in Panipat.

He said that earlier this meeting was held in Gurugram with people associated with service sector and real estate. A similar meeting has been convened in Faridabad on January 15 and thereafter in Hisar on January 16 related to agriculture and allied services.

""A good budget would be prepared by incorporating the suggestions of various industrial organizations and MLAs, which is also the need of the hour. In the same series, a similar meeting would also be held in Panchkula"", he added.

Khattar said the government has done a commendable job to make Haryana an energy efficient state and the line loses have been brought down from 34 percent to 21 percent and it would be further reduced to 15 percent.

He said that those industrial organizations would be encouraged, which would give maximum employment to the youth of the state. Apart from this, such industries would also be encouraged, which would make minimum use of land and would reuse water. On this occasion, he also interacted with the representatives of various organizations present in the meeting and took their suggestions in writing.

President, Haryana Chamber of Commerce and Industries Vinod Kumar Khandelwal suggested to implement the Textile policy and reduce the rate of interest of banks. Responding to this, the Chief Minister said that that the Textile Policy would be implemented after the Budget Session. President of Panipat Exporters Association Lalit Goyal and President of Handloom Exporters Manufacturing Association Ramesh Verma said that that there are 18,000 small units of handlooms in Panipat and for this; a separate sector should be developed. He also suggested for the setting up of a lab testing center and exhibition center.

Throwing light on the pre-budget consultations through a presentation, Additional Chief Secretary, Finance TVSN Prasad said that Haryana has an unprecedented contribution in economy of the country and after promoting the manufacturing sector, this contribution would be further increased.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/mlas-to-have-say-in-budget--khattar.html
89,15-1-20,"Teaching, non-teaching staff posts in schools to be filled","Punjab Government has decided to fill up as many as 3186 posts of various cadres in teaching and non-teaching staff in schools.

The Cabinet, approved the School Education Department proposal to fill up the posts to plug a major gap in the school staff, thereby improving the standards of education, said an official spokesperson after the meeting.

During the meeting, the Chief Minister underlined the need for serious relook at the school curriculum from the point of making students job-ready.

Pointing out that vocational courses had been introduced for senior classes in various fields, such as hospitality and mobile phone repair etc, he stressed on the importance of more thrust on vocational teaching.In line with the proposal of School Education Department, the Cabinet gave nod to fill up 132 posts of Deputy District Education Officer, Principal of Government Senior Secondary Schools, 311 Headmasters or Headmistresses, 2182 masters or mistresses in various subjects, 32 Block Primary Education Officers (BPEOs), 500 Elementary Trained Teachers, four law officers and 25 legal assistants.

The annual financial implication of the move, for the first three years during the probation period, would be Rs 42 crore per annum approximately.

“Once the probation period is over and the employees are given the full scale, the annual financial implication will be Rs 197 crore per annum approximately,” said the spokesperson.Notably, all these posts, except Principals, Headmasters and BPEOs, would be filled up through the Directorate of Recruitment, already set up in the Department since October 12, 2015.

The posts of Principals, Headmasters and BPEOs shall be filled up through the Punjab Public Service Commission.

To utilize the services of clerks optimally, the Department has proposed to follow the methodology for rationalization of clerks to dispose of the official work expeditiously as well as efficaciously.

PUNJAB RIGHT TO BUSINESS ACT TO BE TABLED DURING TWO-DAY SESSION

To facilitate business for Micro Small and Medium Enterprises (MSMEs), the Punjab Cabinet on Tuesday gave the go-ahead for bringing the Punjab Right to Business Act, 2020, in the forthcoming two-day special session of the Vidhan Sabha.

The spokesperson said that the Act is aimed at easing the regulatory burden on newly incorporated MSMEs by providing enabling provision of self-declaration, besides exemption from certain approvals and inspections for establishment and operations of MSMEs in Punjab.

With this Act, the MSMEs in the State will get a big relief from the tedious process of getting regulatory approvals before setting up of the units.

The Act would encompass various regulatory services, including sanction of building plans, issuance of completion or occupation certificate for buildings, registration of new trade license under the Punjab Municipal Act, 1911, and the Punjab Municipal Corporation Act 1976, sanction of building plans, among others.

Spokesperson said that the Act provides for a District Bureau of Enterprise (DBE) in each district headed by the Deputy Commissioner as chief executive officer, while General Manager of the District Industries Centre (DIC) would act as the Additional Chief Executive Officer, with other members to be notified by the Government from

time-to-time.

The DBE shall be designated as District Level Nodal Agency, which would work under the overall superintendence, direction and control of the State Government and the State Nodal Agency.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/teaching--non-teaching-staff-posts-in-schools-to-be-filled.html
90,15-1-20,Man fined Rs 26K for letting minor son ride bike,"A person of the Barang area in Cuttack district was slapped a fine of Rs 26,000 by the Cuttack RTO officials on Tuesday for allowing his minor son to ride a two-wheeler.

Sources said that Sagar, son of one Mangaraj Parida, was riding the scooter without wearing helmet. Near Barang Chhak, traffic police and RTO officials intercepted him and imposed the fine of Rs 26,000 on the minor’s father.

While a penalty of Rs 1,000 was imposed for driving without helmet, another fine of Rs 25,000 was slapped for allowing the minor to drive the vehicle. The owner of the two-wheeler bearing number OD05 AJ1512 is one Kailash Rout.

Justifying the action, Cuttack RTO Dipti Patra said, “As per provision under Section 199 of the new Motor Vehicles Act, for offence committed by a juvenile, his or her parents will be prosecuted and fines will be imposed upon them for allowing their minor children to drive vehicles.”",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/man-fined-rs-26k-for-letting-minor-son-ride-bike.html
91,15-1-20,P’khemundi forester held taking bribe,"n The Vigilance police on Tuesday caught Paralakhemundi Forest Division’s Ramagiri Range Forester Dibakar Lenka red-handed for demanding and accepting an illegal gratification of Rs 5,000.

He was caught taking the bribe from complainant Krushna Chandra Karjee of Mangarajpur village in Gajapati district in order to release his cutter saw machine and not to initiate any forest case against him.

The machine was taken away by Lenka while Karjee was cutting some trees in his own field on January 8. Lenka’s office room at Ramagiri and rented house at Sridhar Nagar in Paralakhemundi were searched. He was arrested and will be forwarded to court.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/p---khemundi-forester-held-taking-bribe.html
92,15-1-20,Road safety week observed in Khordha,"n An awareness rally was organised here to mark the beginning of the 31st National Road Safety Week from January 11 to 17.

The rally jointly organised by the RTO, Bhubaneswar and RTO, Khordha started from the Collectorate and moved throughout the city, creating awareness about traffic rules and safe driving.

A meeting was held at the Sanskruti Bhavan where MLA Jyotirindra Nath Mitr and Additional District Collector Manoranjan Mallick graced as guest and spoke on importance of road safety. RTO Bhubaneswar Pradeep Kumar Mohanty presided over the programme and talked on the theme “Be Safe-Be Happy.”

Among others, DIPRO Manas Ranjan Biswal and Adarsha Club convenor Subhranshu Ranjan Samantray spoke. While Assistant PRO Brundaban Sahoo anchored the meeting, MVI Amit Kumar Rana proposed a vote of thanks in the end.

Many school students, teachers, members of different organisations and RTO staffs participated in the rally.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/road-safety-week-observed-in-khordha.html
93,15-1-20,NZ tour: 3 from Odisha in Indian women’s team,"As many as three players from Odisha have secured berth in the 20-member Indian Women’s Hockey Team for the New Zealand tour scheduled to begin on January 25 in Auckland. They are Deep Grace Ekka, Namita Toppo and Lilima Minz. The team led by Rani and vice-captained by Savita consists of Rajini Etimarpu, Deep Grace Ekka, Gurjit Kaur, Reena Khokhar, Salima Tete, Sushila Chanu, Nisha, Namita Toppo, Udita, Monika, Lilima Minz, Neha, Sonika, Sharmila Devi, Navneet Kaur, Lalremsiami, Vandana Katariya, Navjot Kaur.

While the team’s first match is against the New Zealand Development Squad on 25 January, they will play against the New Zealand Women’s Team on January 27 and 29 followed by a match against Great Britain on February 4 and then conclude the tour with another match with the New Zealand Women’s Team on February 5.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/nz-tour--3-from-odisha-in-indian-women---s-team.html
94,15-1-20,MCD adds more counters due to rush,"Considering the rush of people arriving at the Municipal Corporation of Dehradun (MCD) to pay property tax, the corporation added four more counters on Tuesday, a day after adding four more counters.

Now the corporation has 12 counters to service those coming to pay the property tax. On Tuesday, the MCD collected about Rs 90 lakh in property taxes while a day ago the corporation had collected about Rs 50 lakh in property taxes.

It is pertinent to mention here that the period for rebate on house tax is set to expire on Wednesday, due to which a considerable number of citizens turned out to pay their property tax in the corporation in recent days. According to the MCD tax superintendent Dharmesh Painuly, “On Monday, there was a massive crowd for the deposition of the property tax that led to the submission of Rs 50 lakh in just one day. Therefore, we have added four more counters considering the large number of people who have come to deposit property tax in the last few days.”

According to sources, Rs 50 lakh collection in a day was the highest amount collected within 24 hours by MCD till Tuesday when Rs 90 lakh was collected within a day. If the period for rebate in property tax is not extended, the property tax payers would not get 20 per cent rebate. However, the final decision regarding extension of rebate period as also demanded by members from both BJP and Congress, will be taken by the mayor Sunil Uniyal ‘Gama’ on Wednesday.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/mcd-adds-more-counters-due-to-rush.html
95,15-1-20,Ten party workers of BJP appointed on various posts,"n Ahead of the expected Cabinet expansion, ten leaders of the Bharatiya Janata Party were accorded various posts by the State Government on Tuesday.

Recently, the Chief Minister Trivendra Singh Rawat had hinted at cabinet expansion in the near future.On Tuesday, it was revealed that 10 leaders of the Bharatiya Janata Party have been accorded various positions.

Rajvir Singh from Khatima in Udham Singh Nagar was made the chairman of Uttarakhand State Seed and Organic Produce Certification Agency, Vishwas Dawar from Dehradun has been made the chairman of Uttarakhand Housing and Development Council, Bahadur Singh Bisht from Haldwan in Nainital has been made the vice chairman-II of Uttarakhand State Higher Education Upgradation Committee, Atat Singh Aswal from Srinagar in Pauri has been made the vice chairman-I of irrigation advisory committee while Atar Singh Tomar from Chamba in Tehri has been made the vice chairman-II of the irrigation advisory committee.

Further, Shobha Ram Prajapati from Haridwar district has been made the vice chairman of Mati Kalyan Board, Fakir Ram Tamta from Berinag in Pithoragarh has been made the vice chairman of social welfare plan monitoring committee, Khempal Singh from Mothrowala in Dehradun has been made vice chairman of Pichda Varg Kalyan Parishad, Karn Bohra from Doiwala in Dehradun has been made vice chairman of Uttarakhand Van Panchayat advisory council and Sushil Chauhan from Bahadrabad in Haridwar district has been made the vice chairman of the organic produce council.

It is pertinent to mention here that recently, the chief minister Trivendra Singh Rawat had said that though the vacancy of three positions in the cabinet was not affecting the works of the state government, the need for filling the vacancies was being felt.

According to observers, the appointment of party workers to various positions is likely to be followed by appointments to the three vacant positions in the state cabinet.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/ten-party-workers-of-bjp-appointed-on-various-posts.html
96,15-1-20,Territorial argument escalates to violence among eunuchs,"An altercation between two groups of enunchs in Roorkee regarding their territory of business turned violent, leaving two of them injured. On being informed, the police reached the site and sent the two injured to the hospital while also diffusing the altercation.

According to the information received, some eunuchs were seeking money from people in Sheikhpuri area of Roorkee under the jurisdiction of Gangnahar Kotwali area, when the eunuchs of Roorkee got information about this.

The eunuchs of Roorkee reached Sheikhpuri told the other group to not ask for money in the area stating that this was not their area of operations. Members of the other group of eunuchs allegedly started abusing their business rivals which escalated into a violent altercation between the two groups. Two eunuchs of the Roorkee group were injured in the fight.

On being informed about the disturbance, the police reached the site and pacified the members of the two groups. The two injured persons were sent to the hospital. Both the groups have submitted written complaints to the police.

The eunuch group from Roorkee has alleged that eunuchs coming from Najibabad in Uttar Pradesh are seeking money in Roorkee, while the eunuchs of Najibabad group have alleged that they live with eunuchs here and are hence seeking money from the locals. Police are currently investigating the case on the basis of complaints.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/territorial-argument-escalates-to-violence-among-eunuchs.html
97,15-1-20,NSUI holds protest over ban on mobile phones in colleges,"Agitated on the recent statement of State Minister for Higher Education Dhan Singh Rawat on ban on mobile phones in the colleges, the members of the National Students Union of India (NSUI) burned the effigy of the minister on Tuesday.

The activists of the NSUI burned the effigy of the minister at DAV College here.

Addressing the NSUI workers, the state president of the NSUI, Mohan Bhandari said that decision to ban use of mobile phone is outrageous especially when most of the universities and colleges are providing free Wi -Fi to the students.

He added that in the colleges located in the mountainous areas the mobile phone helps in providing security to the students.

The minister had said on Sunday that soon mobile phones would be banned in the colleges.

He said that the decision is being taken to ensure concentration of the students in the classes. The minster also added that if need arises, low range jammers would be installed in the colleges.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/nsui-holds-protest-over-ban-on-mobile-phones-in-colleges.html
98,15-1-20,Search for job costs Sambalpur youth dear,"He went to Bihar in search of a job with the help of his father’s friend, but returned being married forcefully.

He tolerated all torture there, got compelled to keep physical relation with the girl whom he never saw but married at the gun point. However, he managed to flee the place and reached his native place, Sambalpur. Mahammad Murshid of Kumbharpada under the Dhanupali police station had requested his friend in Darbhanga in Bihar, Wahab Basir, to find a job for his son Mahammad Samser, a 23-year- -old youth.

After some days, Wahab Basir informed his Sambalpur friend that he had searched a job for his son and requested him to send him immediately to Darbhanga.

Accordingly, Samser reached Darbhanga on December 2 last year. But situation was totally different and hostile for him there. The moment he reached his father’s friend’s house, he was beaten up mercilessly and locked up in a room with just two meals in a day.

On 11th day, he was taken to another place at the gun point and was asked to marry a girl. He was told that if he would express unwillingness, he would meet dire consequence.

After the end of the ‘forceful marriage’, he was again asked to stay with the girl and keep physical relations with her. But Samser didn’t do that; rather he tried to flee the spot at any cost and finally succeeded.

Facing a lot of hurdles on way, Samser finally reached Sambalpur recently and narrated the entire story to his father and family members. And finding no other way out, the family members lodged an FIR in the local police station.

At the same time they have also filed a case against Wahab Basir and his two sons in the court of the SDJM Sambalpur.

When contacted, IIC of Dhanupali police station Kamal Lochan Panda said, “The place of occurrence is in Bihar. Hence, a station diary has been only registered here.”

Whatever legal action would be taken, it would be done in Bihar only, he clarified.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/search-for-job-costs-sambalpur-youth-dear.html
99,15-1-20,CUTM holds faculty development prog,"Centurion University of Technology and Management (CUTM) Vice-Chancellor Supriya Pattanayak has opined that educators in colleges and universities should also undergo training on teaching methods like schoolteachers.

She stated this after inaugurating a two-day faculty development programme (FDP) on the topic “Enhancing Teaching Skills Using Micro Teaching Method” held at the CUTM Bhubaneswar campus recently.

The FDP, which had been designed keeping in mind the relevant guidelines of University Grants Commission, had discussion and experience sharing sessions on the challenges being faced by present day educators and learners, skills required to face these challenges and use of technology in the teaching-learning process.

During the programme, the educators had hands-on practice of modern teaching skills in small sessions, called Micro Teaching sessions. The educators also learnt how to develop and use simulations and other modern pedagogy tools to make the learning experience for the students more engaging and effective.

At total of 73 educators from 25 educational institutions of Odisha, West Bengal and Jharkhand participated. Mani resource person Bijay Bhujabal spoke on CUTM innovations in teaching and learning processes.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/cutm-holds-faculty-development-prog.html
100,15-1-20,Aitihya Parisad demands Puri declared heritage city,"n The Aitihya Parisad, members took on the Centre for not declaring Puri as 'heritage city’.

While the members demanded Puri to be announced as heritage city, they also praised the State Government for its endevour of a heritage corridor here.

Parisad president Rajguru Ashok Kumar Mahapatra expressing regrets said that the city of Lord Jagannath is yet to be recognized as heritage city by the Center. ""If the Center recognises Puri as such, it would attract foreign nationals to Puri in large numbers, who would be interested learn tradition and religion of global fraternity, said Mahapatra.

Joining a discussion held here, culture researcher Madanmohan Mohapatra said Puri is complete since it remains as laboratory of social pictures and cultural lives of the country.

He said that Puri is birthplace of Vedic philosophy and spiritualism which are available in all the dynasties that have passed through generation in Puri.

There are plenty of evidences available that all the dynasts have followed religious diktats of the spiritual gurus while managing the Jagannath Temple, said Mohapatra.

Joining as invitee, octogenarian citizen Pravakar Mishra said the history and heritage were two sides of the same coin which couldn't be separated. So Puri’s heritage, culture and religions are not at all myth. Nevertheless, they are a history, said Mishra requesting the State Government to protect the old monuments during development of heritage corridor around the Jagannath Temple.

Laxminarayan Patnaik coordinated the meeting.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/aitihya-parisad-demands-puri-declared-heritage-city.html
101,15-1-20,In Briefs,"Khariar College, GM Varsity ink mou

Nuapada: A memorandum of understanding (MoU) on Cultural and Academic exchange was signed by the Khariar Autonomous College with the Gangadhar Meher University on Monday. The MoU was signed between Dr Harendra Kumar Panda, Principal of Khariar Autonomous College, and Prof Dr Atanu Pati, Vice-Chancellor of GM University. University Deputy Registrar Umacharan Pati was the other signatory. ""It will create immense opportunity for the students to gain culturally and academically,"" said Prof Bishnudev Mallik of the Khariar Autonomous College.

Road safety awareness held at Bhapur

Bhapur (Nayagarh): An awareness programme was organised on the occasion of the 31st National Road Safety Week here recently in which school students of the Bhapur block took part. Students took out an awareness rally holding placards and made people aware of traffic rules for road safety. In the evening, a Led was put up in Bhapur market to create awareness among people. The Regional Transport Office and the Fategarh police have undertaken various programmes to aware people about traffic rules. Among others, Fategarh PS SI Niranjan Kishore Badjena, Sachidananda Samantray, Somnath Jena, Yoginath Behera, Nabin Kumar, Ramesh Barad and Murlidhar Swain were present.

MCL provides ambulance to D’garh Blood Bank

Sambalpur: The MCL under its CSR initiative provided an ambulance to the Deogarh district Red Cross Blood Bank. The vehicle will be used for collection of blood from interior villages of Deogarh district and adjoining districts so that the blood bank will have a reserve of ample bloods to meet the requirement of rural population. The ambulance will carry paramedical staffs to the blood donations camps and have the facility to collect blood with donor couch fitted in it so that blood donation camps can be organised in remote villages.

MCL golfers win Raibahadur Jain Trophy

Sambalpur: Golfers of Mahanadi Coalfields Limited (MCL) have won the Raibahadur Harakchand Jain Memorial Trophy at Green City Golf 2020, Ranchi. The team of Mahanadi Golf Club (MGC) included Rajatodai Singh (H-08), SK Lall (H-09), Vinayak D Jamwal (H-16) and Biradar Vijaykumar Annarao (H-18). Lall was also declared the ""Best Outstation Golfer"" of the tournament, which saw participation of more than 230 golfers from different parts of the country.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/in-briefs-in-briefs-2020-01-15.html
102,15-1-20,Kalahandi Utsav ‘Ghumura' kicks off,"n A four-day Kalahandi Utsav - Ghumura -2020 was inaugurated here on Tuesday. The festival aims to showcase the rich folk culture of the district.

Torch rallies were taken out from the Manikeswari temple of Thuamul Rampur, Shiva temple of Mohangiri, Budharaja temple of Ampani, Manikeswari temple of Bhawanipatna and Urladani, the soil of martyr Rindo Majhi and culminated at the venue.

Leader of Opposition Pradipta Kumar Naik inaugurated the festival in the presence of Zilla Parishad chairperson Namitarani Sahu, Narla MLA Bhupinder Singh, Dharmagarh MLA Mousudhi Bag, Lanjigarh MLA Pradeep Disari and Collector, Kalahandi, Gavali Parag Harshad.

Folk dances like Ghumura and Gotipua were performed by the artistes. Artistes from various States were scheduled to perform on the stage during the festival.

Similarly, a Palishree Mela was organised to exhibit local crafts and products by the district administration. The festival will also be celebrated at Dharamgarh from January 15 to 17.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/kalahandi-utsav----ghumura--kicks-off.html
103,15-1-20,Kendrapada BJP CAA rally denied permission,"n A massive public awareness rally by the BJP on CAA which was scheduled to start from Tinimuhani-based Ram Mandir to Gopa-based Raghunathjew temple covering the busy township on Tuesday, was stopped at the starting point.

According to SP Niti Sekhar, the district administration and police department earlier denied permission to the BJP activists for organizing the rally, as the police department earlier too restricted a rally that was scheduled to organise by the minority community, protesting against CAA.

About 10 platoons of police force were deployed across the township. Besides, senior police officials and armed police force were too deployed near Gyana Pitha, located 100 meter distance from Tinimuhani –based Ram Mandir, to restrict the rally. Later, the BJP activists organised a meeting at Tinimuhani chowk supporting CAA by creating public awareness among the people and migrants not to be feared about the CAA.

BJP leaders like Bhuban Mohan Jena, Alekha Jena, Dolagobinda Nayak, Bibhu Tarai, Duryodhan Sahu,Baidyanath Chattarjee, Gagan Sahu, Umakant Pattnaik and Dillip Dash participated in the Abhijan on CAA.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/kendrapada-bjp-caa-rally-denied-permission.html
104,15-1-20,"CUO students to visit MGAHVV, Wardha","n The Central University of Odisha( CUO) is conducting a student exchange programme under Ek Bharat Shreshtha Bharat, a flagship programme of the Union Ministry of HRD.

Around 50 students of CUO are going to visit Mahatma Gandhi Antarrashtriya Hindi Viswavidyalaya, Wardha. VC Prof I Ramabrahmam congratulated the students and conveyed his best wishes. Under EBSB, Odisha is paired with Maharashtra and the CUO is paired with MGAHVV, Wardha.

On January 9 and 10, 50 students of CUO were selected through an audition to visit MGAHVV, Wardha for student exchange programme. The auditions were held at CUO campus at Sunabeda.

The CUO team comprising students and faculty will be visiting MGAHVV, Wardha on January 20-25. The team from MGAHVV, Wardha will be visiting CUO from February 1 to 6.

A total of 134 students had registered for the auditions. The auditions were judged by eminent cultural and literary personalities including Narayan Panda, Sudam Bisoyi, Kanhucharan Pradhan and Gouriprasad Rath. It was organized by EBSB committee of CUO comprising faculty members Dr Sourav Gupta, Nodal Officer, EBSB, Dr B K Srinivas, Dr Debabrata Panda, Mr Sanjit Kr Das, Dr Minati Sahoo and Dr Phagunath Bhoi.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/cuo-students-to-visit-mgahvv--wardha.html
